Description_Cluster;Count;Associated_Comment_Clusters
max 0;0;
nassstellen;82;der(2)|zur(1)|zeit(1)|inspektion(1)|starke(1)|regenf(1)|lle(1)|zur zeit(1)|zeit der(1)|der inspektion(1)
kalkablagerungen;59;verlauf(1)|rohr(1)|gemauertes(1)|profil(1)|und(1)|zustand(1)|unklar(1)|verlauf rohr(1)|rohr gemauertes(1)|gemauertes profil(1)
lokale nassstellen;0;
nassstellen teilweise;0;
teilweise mit;0;
wassersinterungen kalkablagerungen;0;
100;18;migr(2)|dans(2)|caisson(2)|migr dans(2)|dans caisson(2)|fissure(2)|de(2)|retrait(2)|fissure de(2)|de retrait(2)
x;737;de(39)|non(33)|migr(30)|sup(25)|dans(24)|migr dans(23)|non sup(21)|caisson(16)|dans caisson(15)|du(15)
70;12;
cm;377;dans(19)|migr dans(19)|migr(18)|caisson(13)|dans caisson(13)|entretoise(7)|dans entretoise(6)|quantifizierbar(4)|martigny(4)|de(3)
200;38;dans(14)|assainissement(12)|ouvrage(12)|martigny(10)|migr dans(8)|migr(7)|de(7)|l(6)|le(6)|uplan(6)
von ca;0;
ca 100;0;
100 x;0;
x 70;0;
70 cm;3;
cm bis;0;
max 200;0;
200 x;0;
x 100;0;
100 cm;9;migr(2)|dans(2)|caisson(2)|migr dans(2)|dans caisson(2)|fissure(2)|de(2)|retrait(2)|fissure de(2)|de retrait(2)
wasser;165;der(3)|wurde(2)|durch(2)|kanalreinigungsunternehmer(2)|verschwinden(2)|wasser(2)|kontrollschacht(2)|teilweise(2)|auch(2)|lteren(2)
berlauf;28;
dachs;23;vielleicht(1)|auch(1)|lteren(1)|datums(1)|zur(1)|zeit(1)|der(1)|inspektion(1)|trocken(1)|vielleicht auch(1)
nassstelle infolge;0;
infolge wasser;0;
wasser berlauf;0;
berlauf des;0;
des dachs;0;
erheblichem;6;
ausmass;43;keine(2)|schliessen(2)|durch(1)|abklopfen(1)|haben(1)|sich(1)|steine(1)|gel(1)|st(1)|was(1)
erheblichem ausmass;0;
ssigem;38;schadensausmass(3)|vergleich(2)|betr(2)|gt(2)|betr gt(2)|das(1)|hat(1)|sich(1)|im(1)|zur(1)
in m;0;
ssigem ausmass;0;
eher;4;
r;6978;de(390)|fissures(139)|d(136)|non(133)|sup(131)|0(118)|et(112)|la(112)|l(105)|non sup(102)
tlich;115;risse(1)|mehrheitlich(1)|verf(1)|llt(1)|risse mehrheitlich(1)|mehrheitlich verf(1)|verf llt(1)|vereinzelt(1)|auch(1)|aussinterungen(1)
gef;39;
rbt;2;
eher r;0;
r tlich;0;
tlich gef;0;
gef rbt;0;
undichtigkeit;39;
betonieretappe;7;
bewehrungskorrosion;129;holzeinlage(1)|entfernen(1)|holzeinlage entfernen(1)|vereinzelt(1)|auch(1)|aussinterungen(1)|vereinzelt auch(1)|auch aussinterungen(1)|bereits(1)|seit(1)
nassstelle mit;0;
betonieretappe riss;0;
riss teilweise;0;
mit anzeichen;0;
anzeichen von;0;
einer;78;sch(1)|den(1)|aufgrund(1)|zu(1)|geringer(1)|bewehrungs(1)|berdeckung(1)|sch den(1)|den aufgrund(1)|aufgrund zu(1)
schwinden mit;0;
mit einer;0;
einer rissbreite;0;
rissbreite von;0;
von bis;0;
korrosionsp;273;hi(5)|hi 2024(5)|aus(4)|aus hi(4)|bernommen(3)|2024(3)|bernommen aus(2)|zusatzwinkel(2)|bernahme(2)|2021(2)
ren;539;constatation(8)|pas(6)|infrastructure(6)|le(5)|d(5)|du(4)|mur(4)|de(4)|migr(3)|dans(3)
risse mit;0;
mit korrosionsp;0;
korrosionsp ren;7;
abplatzungen;330;insgesamt(8)|wasser(3)|fundamentplatte(3)|stk(3)|elemente(3)|der(2)|auch(2)|unter(2)|verschwinden(2)|bei(2)
10;124;migr(2)|dans(2)|caisson(2)|migr dans(2)|dans caisson(2)|fissure(2)|de(2)|retrait(2)|fissure de(2)|de retrait(2)
talseitig;10;
bergseitig;13;
auch;90;mit(2)|mit ausbl(2)|kontrollschacht(2)|der(2)|teilweise(1)|ausbl(1)|hungen(1)|teilweise mit(1)|ausbl hungen(1)|ohne(1)
freiliegende;79;sch(1)|den(1)|aufgrund(1)|zu(1)|geringer(1)|bewehrungs(1)|berdeckung(1)|sch den(1)|den aufgrund(1)|aufgrund zu(1)
bewehrung;342;insgesamt(4)|den(3)|fundament(2)|auch(2)|aussparungen(2)|m(2)|verletzungsgefahr(2)|bei(2)|unterhaltsarbeiten(2)|harbeiten(2)
talseitig und;0;
und ca;0;
x 20;0;
20 cm;6;
bergseitig teilweise;0;
teilweise auch;0;
auch freiliegende;0;
freiliegende korrodierte;0;
korrodierte bewehrung;0;
aufgedoppelten;1;
versintert;123;verdacht(1)|auf(1)|aar(1)|da(1)|risse(1)|nicht(1)|kornrundend(1)|verlaufen(1)|verdacht auf(1)|auf aar(1)
feucht;80;max(2)|rissbreite(2)|bis(2)|mm(2)|max rissbreite(2)|rissbreite bis(2)|bei(1)|allen(1)|bei allen(1)|infolge(1)
und im;0;
rissbreite bis;0;
teilweise versintert;0;
versintert oder;0;
oder leicht;0;
leicht feucht;0;
bis 1;0;
1 5;0;
abl;316;efflorescences(16)|de(15)|corrosion(15)|surface(13)|armatures(12)|fissures(11)|rouille(10)|en(9)|de rouille(9)|mm(9)
beschichtung;68;beschichtung(3)|schachtabdeckung(3)|die(2)|ca(2)|alle(2)|ca alle(2)|alle 1m(2)|im(1)|bereich(1)|des(1)
anstrichs;13;
abl sen;0;
sen der;0;
des anstrichs;0;
anstrichs der;0;
aufgrund bewehrungskorrosion;0;
zwischen;64;rissbreite(2)|bis(2)|zu(2)|mm(2)|und(2)|rissl(2)|ngen(2)|bis zu(2)|mm und(2)|rissl ngen(2)
neu;50;ouvrage(25)|de(23)|l(20)|d(19)|e(19)|de l(18)|fortement(17)|la(15)|eau(14)|venue(13)
alt;69;de(14)|corrosion(12)|armatures(12)|des(11)|le(10)|b(10)|ton(10)|a(10)|clat(10)|plusieurs(10)
beton;167;betr(5)|gt(4)|bis(4)|0(4)|betr gt(4)|m(3)|gt bis(3)|glicherweise(3)|verschiebung(2)|rissl(2)
liegt;7;
am;336;de(5)|fissure(5)|d(5)|suspicion(4)|quantifizierbar(4)|rag(3)|de rag(3)|sup(3)|probablement(3)|ouverture(3)
luft;31;bis(2)|ca(2)|50(2)|mm(2)|bis ca(2)|ca 50(2)|50 mm(2)|rohr(1)|gebrochen(1)|durch(1)
35;8;
zwischen neu;0;
neu und;0;
und alt;0;
alt beton;0;
beton bewehrung;0;
bewehrung liegt;0;
liegt am;0;
am luft;0;
luft auf;0;
auf 35;0;
35 cm;0;
belagsrisse;15;
l;5655;de(285)|d(113)|fissures(109)|la(103)|l(102)|de l(98)|non(98)|sup(97)|0(92)|et(82)
ngsrichtung;3;
verlaufend;19;
breit;308;risse(9)|aar(8)|mit(5)|nicht(4)|quantifizierbar(4)|netzartige(4)|einem(4)|f(4)|r(4)|typisches(4)
in l;0;
ngsrichtung verlaufend;0;
verlaufend bis;0;
10 mm;1;
mm breit;0;
unsauberem;4;
abschluss;46;teilweise(1)|auch(1)|lteren(1)|datums(1)|teilweise auch(1)|auch lteren(1)|lteren datums(1)
infolge unsauberem;0;
unsauberem abschluss;0;
abschluss des;0;
des wasser;0;
bei;223;insgesamt(5)|ca(4)|bei(3)|der(3)|korrosionsschutz(3)|elemente(3)|verschiebung(2)|unproblematisch(2)|da(2)|fundamente(2)
dilatationsfuge;35;teilweise(3)|lteren(3)|datums(3)|lteren datums(3)|auch(2)|teilweise auch(2)|auch lteren(2)|versinterungen(2)|kalkausscheidungen(2)|sind(1)
bei kiesnest;0;
kiesnest mit;0;
und bei;0;
grosser;33;constatation(3)|supprim(2)|funktionstauglich(2)|e(1)|car(1)|doublon(1)|avec(1)|sur(1)|le(1)|mur(1)
hrend;10;teilweise(1)|mit(1)|ausbl(1)|hungen(1)|teilweise mit(1)|mit ausbl(1)|ausbl hungen(1)
grosser riss;0;
riss abplatzung;0;
abplatzung wasserf;0;
wasserf hrend;0;
sehr;69;den(2)|aussparungen(2)|keine(2)|schliessen(2)|verteilt(2)|ber(2)|die(2)|gesamte(2)|fl(2)|che(2)
wenige;85;kohleeinlagen(2)|diverse(1)|holz(1)|und(1)|vorhanden(1)|diverse holz(1)|holz und(1)|kohleeinlagen vorhanden(1)
sehr wenige;0;
entw;91;der(2)|die(1)|mauerentw(1)|sserung(1)|verl(1)|uft(1)|bis(1)|zu(1)|1(1)|4(1)
sserung;92;der(4)|bis(2)|zu(2)|trockensteinmauer(2)|bis zu(2)|verschiebung(2)|30(1)|cm(1)|bauchung(1)|zu 30(1)
galeriedach;4;
aufgrund entw;0;
entw sserung;0;
sserung galeriedach;0;
vermehrt;39;
mangel;8;
systematischer mangel;0;
viele;15;verteilt(2)|ber(2)|die(2)|gesamte(2)|fl(2)|che(2)|verteilt ber(2)|ber die(2)|die gesamte(2)|gesamte fl(2)
bewehrungseisen;19;
ungen;882;aar(15)|mit(10)|risse(9)|f(9)|r(9)|typisches(9)|rissbild(9)|f r(9)|r aar(9)|aar typisches(9)
gender;151;sichtbar(1)|durch(1)|ausfl(1)|sse(1)|unten(1)|sichtbar durch(1)|durch ausfl(1)|ausfl sse(1)|sse unten(1)|sch(1)
berdeckung;122;vereinzelt(1)|auch(1)|aussinterungen(1)|vereinzelt auch(1)|auch aussinterungen(1)
viele freiliegende;0;
freiliegende bewehrungseisen;0;
bewehrungseisen aufgrund;0;
aufgrund ungen;0;
ungen gender;1;
gender bewehrungs;0;
bewehrungs berdeckung;0;
geringem;186;keine(2)|schliessen(2)|vereinzelt(1)|auch(1)|aussinterungen(1)|vereinzelt auch(1)|auch aussinterungen(1)|durch(1)|abklopfen(1)|haben(1)
in geringem;0;
geringem bis;0;
bis m;0;
regelm;20;0(4)|schadensausmass(3)|rissbreite(3)|vergleich(2)|rissl(2)|nge(2)|betr(2)|gt(2)|cm(2)|und(2)
ssig;51;0(4)|schadensausmass(3)|rissbreite(3)|vergleich(2)|rissl(2)|nge(2)|betr(2)|gt(2)|cm(2)|und(2)
regelm ssig;0;
ssig freiliegende;0;
wasserspuren;13;
nur;44;
stellen;213;insgesamt(6)|der(4)|fundamentplatte(3)|elemente(3)|inspektion(2)|der inspektion(2)|2(2)|2 mm(2)|m(2)|ca(2)
viele wasserspuren;0;
nur wenige;0;
wenige feuchte;0;
feuchte stellen;9;infolge(1)|des(1)|undichten(1)|fahrbahn(1)|berganges(1)|infolge des(1)|des undichten(1)|undichten fahrbahn(1)|fahrbahn berganges(1)
wegen;12;
schadhaft;7;
wegen schadhaft;0;
schadhaft entw;0;
auskragenden;4;
teil;395;betr(6)|gt(6)|bis(6)|betr gt(6)|risse(6)|aar(6)|0(5)|mit(5)|f(5)|r(5)
vereinzelt zwangsrisse;0;
auskragenden teil;0;
teil der;0;
der decke;0;
im bereich;0;
bereich der;0;
querrisse;46;0(6)|betr(4)|gt(4)|rissbreite(4)|betr gt(4)|rissl(3)|nge(3)|bis(3)|und(3)|mm(3)
ode;98;durch(3)|mm(3)|wurde(2)|kanalreinigungsunternehmer(2)|bis(2)|ca(2)|50(2)|bis ca(2)|ca 50(2)|50 mm(2)
querrisse teilweise;0;
rostspuren;16;
ssige rostspuren;0;
bewehrungskorrosion aufgrund;0;
berdeckung vereinzelt;0;
vereinzelt auch;0;
auch abplatzungen;0;
verteilt;14;sch(1)|den(1)|aufgrund(1)|zu(1)|geringer(1)|bewehrungs(1)|berdeckung(1)|sch den(1)|den aufgrund(1)|aufgrund zu(1)
ber;668;nicht(5)|der(5)|quantifizierbar(4)|m(4)|0(4)|auch(4)|aber(3)|bis(3)|ingesamt(3)|ca(3)
st;1963;constatation(59)|de(43)|cette constatation(34)|supprim(28)|peut(27)|tre(27)|constatation peut(26)|peut tre(26)|cette(25)|pas(23)
tze;67;und(3)|bewehrungsgrads(2)|bis(2)|zu(2)|bis zu(2)|wahrscheinlich(1)|infolge(1)|verschiedener(1)|schwindverhalten(1)|alter(1)
verteilt ber;0;
ber st;0;
st tze;0;
tze feine;0;
mm vereinzelt;0;
vereinzelt versintert;0;
vereinzeltes freiliegendes;0;
aufgrund ungenugende;0;
ungenugende bewehrungs;0;
qs;3;
verlust;28;bernommen(1)|aus(1)|hi(1)|2024(1)|bernommen aus(1)|aus hi(1)|hi 2024(1)
schlechter;24;
betonqualit;5;
mit grossem;0;
grossem qs;0;
qs verlust;0;
verlust aufgrund;0;
aufgrund abplatzungen;0;
bei schlechter;0;
schlechter betonqualit;0;
zum;28;betr(4)|gt(4)|betr gt(4)|bis(3)|0(3)|gt bis(3)|rissl(2)|nge(2)|und(2)|rissbreite(2)
querschnittsverlust;23;bernommen(1)|aus(1)|hi(1)|2024(1)|bernommen aus(1)|aus hi(1)|hi 2024(1)
zum teil;0;
teil mit;0;
grossem querschnittsverlust;0;
bei ungen;0;
gender beton;0;
beton berdeckung;0;
angerosteter bewehrung;0;
nur sehr;0;
wenige lokal;0;
lokal mit;0;
mit aussinterung;0;
aussinterung bis;0;
allem;157;de(6)|la(6)|de la(6)|le(5)|a(5)|b(4)|ton(4)|clat(4)|plusieurs(4)|endroits(4)
50;60;fissures(3)|de(2)|rieures(2)|fissures de(2)|rag(1)|retrait(1)|sup(1)|0(1)|3(1)|mm(1)
vor allem;0;
allem ca;0;
ca 50;0;
50 cm;14;pr(1)|sence(1)|d(1)|un(1)|terrier(1)|pr sence(1)|sence d(1)|d un(1)|un terrier(1)
cm vom;0;
vom boden;0;
mangelhafter;5;
wassernase;10;
hrung;457;keine(4)|por(4)|untergrund(4)|por sem(4)|bei(4)|der(4)|den(4)|insgesamt(4)|auf(3)|l(3)
fels;8;
talseitig aufgrund;0;
aufgrund mangelhafter;0;
mangelhafter wassernase;0;
wassernase bergseitig;0;
bergseitig aufgrund;0;
aufgrund wasserf;0;
wasserf hrung;0;
hrung fels;0;
vereinzelte anzeichen;0;
in form;0;
form von;0;
von rostflecken;0;
fehlender;17;
infolge fehlender;0;
fehlender wassernase;0;
wassernase und;0;
bei fuge;0;
fuge mit;0;
kornausbr;8;
che;1128;de(24)|l(19)|ouvrage(19)|de l(18)|d(16)|constatations(16)|bis(12)|assainissement(12)|der(10)|rissbreite(9)
fahrbahnbelag;3;
vereinzelte kornausbr;0;
kornausbr che;0;
che im;0;
vereinzelt und;0;
und lokal;0;
lokal zu;0;
zu geringe;0;
geschiebeablagerungen;9;
wie;48;insgesamt(2)|5(1)|stk(1)|5 stk(1)
ste;689;der(8)|insgesamt(7)|durch(5)|und(5)|bei(5)|por(4)|untergrund(4)|por sem(4)|von(4)|bernommen(3)
ger;539;betr(4)|gt(4)|cm(4)|der(4)|betr gt(4)|bis(4)|bernommen(3)|hi(3)|2024(3)|hi 2024(3)
ll;1077;de(46)|d(26)|la(24)|de l(23)|constatation(16)|l(15)|non(15)|le(14)|pas(14)|ouvrage(13)
ume;31;constatation(2)|unmittelbar(2)|hren(2)|verursachen(2)|ancienne(1)|que(1)|nous(1)|supprimons(1)|ancienne constatation(1)|que nous(1)
etc;12;
diverse geschiebeablagerungen;0;
wie ste;0;
ste ger;0;
ger ll;0;
ll b;0;
b ume;0;
ume etc;0;
betonhalbschale;6;
stehendes;9;kanalreinigungsunternehmer(2)|kontrollschacht(2)|wurde(1)|durch(1)|weggepumpt(1)|wurde durch(1)|kanalreinigungsunternehmer weggepumpt(1)|ohne(1)|bodenablauf(1)|ohne bodenablauf(1)
diverse ablagerungen;0;
ablagerungen in;0;
betonhalbschale teilweise;0;
auch stehendes;0;
stehendes wasser;0;
ganze;69;risse(2)|mit(2)|einem(2)|f(2)|r(2)|aar(2)|typisches(2)|rissbild(2)|risse mit(2)|mit einem(2)
auf ganze;0;
ganze h;0;
starke;110;aar(4)|verdacht(2)|auf(2)|risse(2)|mit(2)|einem(2)|f(2)|r(2)|typisches(2)|rissbild(2)
starke risse;0;
innen;68;bauwerksteil(3)|supprim(2)|zusatzwinkel(2)|insgesamt(2)|cette(1)|constatation(1)|peut(1)|tre(1)|e(1)|cette constatation(1)
aussen;7;
innen sehr;0;
wenige aussen;0;
aussen vermehrt;0;
vorstufe;1;
vorstufe der;0;
netzrisse bis;0;
bis ca;0;
ansammlung;8;
schmutz;58;bernommen(3)|hi(3)|2024(3)|hi 2024(3)|aus(2)|bernommen aus(2)|aus hi(2)|bis(2)|zu(2)|bis zu(2)
gummidichtung;2;
ansammlung von;0;
von schmutz;0;
schmutz in;0;
verformung;34;max(1)|rissbreite(1)|bis(1)|1(1)|mm(1)|max rissbreite(1)|rissbreite bis(1)|bis 1(1)|1 mm(1)
anprall;43;kabelkanal(1)|wurde(1)|freigelegt(1)|schutz(1)|der(1)|leitungen(1)|durch(1)|auslaufbauwerk(1)|nicht(1)|mehr(1)
korrosionszeichen;1;
leitplanken;5;
aufgrund verformung;0;
verformung infolge;0;
infolge anprall;0;
anprall korrosionszeichen;0;
deutlichen;9;
momentan;7;
jedoch;17;bernommen(2)|hi(2)|2024(2)|hi 2024(2)|aus(1)|bernommen aus(1)|aus hi(1)|von(1)|von hi(1)|2024 bernommen(1)
trocken;29;trockensteinmauer(2)|bis(1)|zu(1)|30(1)|cm(1)|bauchung(1)|der(1)|bis zu(1)|zu 30(1)|30 cm(1)
um;323;de(28)|d(25)|ouvrage(25)|l(23)|de l(20)|e(19)|fortement(17)|eau(16)|la(16)|venue(15)
die;220;bernommen(3)|hi(3)|2024(3)|hi 2024(3)|aus(2)|bernommen aus(2)|aus hi(2)|zu(2)|insgesamt(2)|auch(2)
fussbereich;30;ausgebrochene(1)|fugen(1)|ausgebrochene fugen(1)
aufgel;4;trockensteinmauer(2)|bis(1)|zu(1)|30(1)|cm(1)|bauchung(1)|der(1)|bis zu(1)|zu 30(1)|30 cm(1)
mit deutlichen;0;
deutlichen wasserspuren;0;
wasserspuren momentan;0;
momentan jedoch;0;
jedoch trocken;0;
trocken teilweise;0;
um die;0;
die risse;0;
risse sind;0;
sind im;0;
fussbereich die;0;
beschichtung aufgel;0;
aufgel st;0;
oft;7;
dem;88;trockensteinmauer(2)|kanalreinigungsunternehmer(2)|insgesamt(2)|m(2)|betr(2)|gt(2)|betr gt(2)|bis(1)|zu(1)|30(1)
verdeckt;10;
oft von;0;
von der;0;
anstrich verdeckt;0;
spannweite;1;
tr;1273;de(177)|non(117)|sup(103)|non sup(95)|fissures(85)|et(69)|localis(66)|0(63)|fissures de(62)|3mm(57)
ausfahrt;1;
aufgrund der;0;
der grossen;0;
grossen spannweite;0;
spannweite des;0;
des tr;0;
tr gers;0;
gers bei;0;
bei der;0;
der ausfahrt;0;
schwindrisse;45;insgesamt(4)|rissbreite(3)|rissl(2)|nge(2)|betr(2)|gt(2)|cm(2)|und(2)|0(2)|mm(2)
deckbeschichtun;10;
schwindrisse risse;0;
ssig in;0;
fast;8;
ausschliesslich;3;
ausschliesslich aufgrund;0;
berdeckung und;0;
und korrosion;0;
korrosion an;0;
aufgrund schlechter;0;
ck;523;bis(7)|der(6)|mm(6)|betr(5)|rissbreite(5)|von(4)|bernommen(4)|hi(4)|2024(4)|hi 2024(4)
10 st;0;
st ck;0;
aus;695;aar(15)|de(13)|r(12)|bis(11)|insgesamt(11)|d(10)|betr(10)|gt(10)|betr gt(10)|mit(10)
rissbild aussinterungen;0;
aus rissen;0;
bei abplatzung;0;
abplatzung und;0;
und ungen;0;
wasserspuren vereinzelt;0;
vereinzelt nasstellen;0;
zur;33;betr(2)|gt(2)|betr gt(2)|rissl(1)|nge(1)|70(1)|cm(1)|und(1)|rissbreite(1)|bis(1)
zeit;22;bernommen(1)|aus(1)|hi(1)|2024(1)|bernommen aus(1)|aus hi(1)|hi 2024(1)
inspektion;147;du(2)|joint(2)|de(2)|ras(1)|fissures(1)|colmat(1)|es(1)|fissures colmat(1)|colmat es(1)|etat(1)
nasses;3;
wetter;2;
querriss zur;0;
zur zeit;1;
zeit der;0;
der inspektion;0;
inspektion nasses;0;
nasses wetter;0;
wetter leicht;0;
feuchter riss;0;
vereinzelte rostflecken;0;
fliesst;7;betr(2)|gt(2)|betr gt(2)|rissl(1)|nge(1)|4(1)|m(1)|und(1)|rissbreite(1)|10(1)
den;524;mm(7)|rissbreite(7)|und(5)|0(5)|bis(4)|rissl(4)|nge(4)|betr(4)|gt(4)|rissl nge(4)
fb;92;korrosionsschutz(3)|bernommen(2)|hi(2)|2024(2)|hi 2024(2)|unproblematisch(2)|fundamente(2)|als(2)|betr(2)|gt(2)
seite;143;der(3)|evtl(2)|dr(2)|ckt(2)|hang(2)|von(2)|oben(2)|unten(2)|bewuchs(2)|durch(2)
gondo;25;verdacht(1)|auf(1)|aar(1)|da(1)|risse(1)|nicht(1)|kornrundend(1)|verlaufen(1)|verdacht auf(1)|auf aar(1)
hinter;15;sichtbar(1)|durch(1)|ausfl(1)|sse(1)|unten(1)|sichtbar durch(1)|durch ausfl(1)|ausfl sse(1)|sse unten(1)|unproblematisch(1)
widerlagerbank;5;
muss;3;
abgeleitet;1;
werden;7;
sonst;7;bereits(1)|seit(1)|letzter(1)|hauptinspektion(1)|vorhanden(1)|bereits seit(1)|seit letzter(1)|letzter hauptinspektion(1)|hauptinspektion vorhanden(1)
lange;374;de(8)|de l(6)|rhabillage(6)|r(4)|l(4)|en(4)|d(4)|mit(4)|interventions(3)|alis(3)
sicht;132;insgesamt(2)|bei(1)|allen(1)|bei allen(1)|2(1)|stk(1)|2 stk(1)
sch;1036;rissbreite(14)|mm(13)|bis(12)|der(11)|0(9)|0 mm(9)|nge(7)|und(7)|ca(7)|insgesamt(7)
entstehen;3;
wasser fliesst;0;
fliesst ber;0;
ber den;0;
den fb;0;
fb auf;0;
auf seite;0;
seite gondo;0;
gondo hinter;0;
hinter die;0;
widerlagerbank wasser;0;
wasser muss;0;
muss abgeleitet;0;
abgeleitet werden;0;
werden sonst;0;
sonst werden;0;
werden auf;0;
auf lange;0;
lange sicht;0;
sicht sch;0;
sch den;10;
den entstehen;0;
abgel;30;
randfuge;3;
belag;126;por(4)|untergrund(4)|por sem(4)|und(3)|che(3)|keine(2)|haftung(2)|auf(2)|sem(2)|l(2)
abgel ste;0;
ste randfuge;0;
randfuge des;0;
des fb;0;
fb zum;0;
zum belag;0;
wird;3;
nicht;82;quantifizierbar(4)|bernommen(2)|hi(2)|2024(2)|hi 2024(2)|setzungen(2)|erkennbar(2)|aber(2)|nicht(2)|klar(2)
sauber;7;
abgef;4;
hrt;68;
es;2590;de(185)|non(89)|fissures(88)|sup(88)|non sup(74)|0(70)|3mm(62)|fissures de(58)|et(57)|la(54)
kann;8;kontrollschacht(2)|ohne(1)|bodenablauf(1)|ohne bodenablauf(1)
eindringen;4;
randabdeckungen;1;
abschl;7;
sse;1193;0(19)|betr(16)|gt(16)|rissbreite(16)|mm(16)|betr gt(16)|aar(16)|bis(15)|und(13)|eine(12)
fehlen;22;
wasser wird;0;
wird nicht;0;
nicht sauber;0;
sauber abgef;0;
abgef hrt;0;
hrt es;0;
es kann;0;
kann in;0;
in die;0;
fuge eindringen;0;
eindringen die;0;
randabdeckungen abschl;0;
abschl sse;0;
sse fehlen;0;
chlich;36;
abschnittsweise;1;
jeweils;7;
oberfl chlich;0;
chlich abschnittsweise;0;
ca jeweils;0;
jeweils 10;0;
gebrochene;32;
sserungsrohre;18;der(2)|trockensteinmauer(2)|bis(1)|zu(1)|30(1)|cm(1)|bauchung(1)|bis zu(1)|zu 30(1)|30 cm(1)
verlauft;1;
mehr;171;betr(4)|gt(4)|betr gt(4)|bis(3)|zu(3)|0(3)|gt bis(3)|rissl(2)|nge(2)|1(2)
rohr;106;der(2)|trockensteinmauer(2)|kontrollschacht(2)|bis(1)|zu(1)|30(1)|cm(1)|bauchung(1)|bis zu(1)|zu 30(1)
gebrochene entw;0;
entw sserungsrohre;0;
sserungsrohre wasser;0;
verlauft teilweise;0;
nicht mehr;0;
mehr im;0;
im rohr;0;
15;26;suspicion(2)|bernommen(2)|hi(2)|2024(2)|hi 2024(2)|de(1)|rag(1)|de rag(1)|aus(1)|bernommen aus(1)
abplatzung ca;0;
15 x;0;
x 15;0;
15 cm;3;suspicion(2)|de(1)|rag(1)|de rag(1)
vereinzelte abplatzungen;0;
schlagl;18;
schlagl cher;0;
cher bis;0;
cm grosse;0;
zwangsrisse bis;0;
diverse zwangsrisse;0;
ohne;24;bernommen(1)|aus(1)|hi(1)|2024(1)|bernommen aus(1)|aus hi(1)|hi 2024(1)
wesentlichen;6;
oberfl che;0;
che korrosion;24;
am fb;0;
fb ohne;0;
ohne wesentlichen;0;
wesentlichen querschnittsverlust;0;
dommages;4;
caniques;15;r(2)|par(2)|r par(2)
belagsrisse bis;0;
systematische zwangsrisse;0;
ca alle;0;
alle 3;0;
3 0;0;
mechanischer;9;
einwirkung;3;
z;1769;0(22)|aar(19)|rissbreite(19)|bis(19)|mm(19)|de(17)|0 mm(17)|der(16)|und(14)|eine(14)
schneepflug;2;
infolge mechanischer;0;
mechanischer einwirkung;0;
z b;0;
unebenheiten;9;
leichte unebenheiten;0;
gradations;17;matiquement(2)|localement(2)|syst(1)|au(1)|droit(1)|des(1)|anciens(1)|montants(1)|de(1)|la(1)
servation;31;de(20)|reprofilages(13)|protection(12)|surface(11)|de surface(11)|construction(8)|d(5)|avec(5)|bordure(5)|une(4)
la r;0;
irr;51;
gulier;36;
5cm;6;suspicion(2)|de(1)|rag(1)|de rag(1)
inf;785;de(20)|suspicion(16)|rag(8)|de rag(8)|armature(7)|fissure(7)|la(6)|constatation(6)|fissure de(6)|a(5)
humidit;59;en(3)|d(3)|combiflex(3)|suspicion(2)|de(2)|rag(2)|efflorescences(2)|l(2)|tanch(2)|it(2)
maillage irr;0;
irr gulier;0;
gulier de;0;
de 5cm;0;
5cm environ;0;
environ ouverture;0;
ouverture inf;0;
inf 0;0;
0 3mm;0;
3mm avec;0;
avec traces;0;
verticale;187;de(27)|sup(24)|non(22)|non sup(22)|fissures(16)|fissures de(15)|0(14)|3mm(13)|0 3mm(12)|largeur(11)
sur;1443;de(206)|sup(124)|fissures(110)|non(108)|non sup(102)|0(89)|3mm(77)|fissures de(71)|et(67)|et de(56)
2m;58;infiltrations(3)|traces(2)|d(2)|nombreuses(1)|et(1)|p(1)|t(1)|de(1)|calcaire(1)|nombreuses traces(1)
haut;98;de(26)|ouvrage(25)|l(19)|d(18)|la(18)|fortement(17)|e(17)|de l(17)|depuis(15)|depuis la(15)
maximale;15;max(1)|rissbreite(1)|bis(1)|1(1)|mm(1)|max rissbreite(1)|rissbreite bis(1)|bis 1(1)|1 mm(1)
sans;155;de(4)|carbonate(3)|de la(2)|avec(1)|d(1)|p(1)|ts(1)|calcium(1)|avec d(1)|d p(1)
fissure verticale;0;
verticale sur;0;
sur 2m;0;
2m de;0;
de haut;0;
haut ouverture;0;
ouverture maximale;0;
maximale de;0;
de 0;0;
3mm sans;0;
sans infiltrations;0;
de 20cm;0;
20cm avec;0;
avec infiltrations;0;
infiltrations humidit;0;
humidit ouverture;0;
treillis maillage;0;
gulier aucune;0;
aucune trace;0;
trace d;0;
inf a;0;
a 0;0;
pas;308;constatation(41)|cette constatation(33)|supprim(25)|cette(24)|tre(21)|peut tre(21)|peut(20)|constatation peut(20)|tre supprim(20)|photo(18)
verticale ouverture;0;
ouverture max;0;
3mm h;0;
h 2m;0;
2m pas;0;
pas de;0;
de trame;0;
trame pas;0;
lors;109;assainissement(12)|ouvrage(12)|de(7)|l(6)|dans(6)|le(6)|uplan(6)|martigny(6)|et(6)|environ(6)
ex;221;de(22)|non(20)|sup(20)|non sup(19)|migr(13)|dans(13)|migr dans(13)|fissures(10)|largeur(10)|0(10)
